nodeId,stationName,lineName,travelMinutes,lng,lat
200,당곡,신림선,45.65,126.92763562815304,37.490118580503605
734,암사,서울8호선,45.666667,127.12752631532125,37.55013385216643
584,영등포시장,서울5호선,45.716667,126.90511351400251,37.52269057657752
754,당산,서울9호선,45.716667,126.9023567546022,37.53369148410551
602,답십리,서울5호선,45.75,127.05259116240943,37.56695084975485
606,광나루,서울5호선,45.75,127.10363624600873,37.545260871802135
816,청량리,분당선,45.75,127.04875972294188,37.58054846319079
352,종각,서울1호선,45.766667,126.982955850426,37.57016455650105
354,종로5가,서울1호선,45.766667,127.00191050851747,37.57100470619648
492,독립문,서울3호선,45.766667,126.9579896188348,37.57428893805548
430,당산,서울2호선,45.883333,126.90261694589547,37.53479411348953
549,서울역,서울4호선,45.933333,126.9725798587494,37.552889041018354
195,대방,신림선,45.966667,126.92538142883673,37.51291155746233
202,서원,신림선,45.983333,126.93305769351016,37.478223766866854
548,숙대입구,서울4호선,46.05,126.97200212574523,37.545112610214495
588,마포,서울5호선,46.05,126.94591379139105,37.53960844051463
460,상왕십리,서울2호선,46.083333,127.02933321473817,37.564390820548745
471,용답,서울2호선,46.083333,127.05086030254466,37.56227214988865
537,과천,서울4호선,46.2,126.99674146651338,37.43291738178273
423,시청,서울2호선,46.266667,126.97576278093857,37.56376249397046
462,동대문역사문화공원,서울2호선,46.266667,127.00912068274076,37.565612228576214
172,삼가,용인경전철,46.383333,127.16813899810472,37.24212225387447
194,샛강,신림선,46.55,126.92923497998159,37.517179038160606
600,왕십리,서울5호선,46.75,127.03734963486585,37.562049452577206
596,동대문역사문화공원,서울5호선,46.766667,127.00562253405717,37.564679338348114
598,신금호,서울5호선,46.766667,127.02045619314652,37.55448097674334
654,보문,서울6호선,46.766667,127.01968773941685,37.58544175366165
610,굽은다리,서울5호선,46.85,127.14284079165738,37.545432498032284
199,보라매병원,신림선,47.016667,126.92346980974537,37.492975380760655
593,광화문,서울5호선,47.1,126.9762752206268,37.5716380935469
595,을지로4가,서울5호선,47.1,126.99808964235947,37.56722384870457
777,둔촌오륜,서울9호선,47.15,127.13951062486167,37.518923227645246
707,중화,서울7호선,47.25,127.07936125009704,37.602285109902006
644,삼각지,서울6호선,47.266667,126.97423441661675,37.53551447052934
555,혜화,서울4호선,47.433333,127.00191835595663,37.58212081591027
343,신도림,서울1호선,47.466667,126.89142171185813,37.508943699597765
350,서울역,서울1호선,47.466667,126.97205498738727,37.55599100229629
780,수원,분당선,47.466667,127.00059566971223,37.266442680041386
583,영등포구청,서울5호선,47.55,126.89540693655124,37.52419188727966
461,신당,서울2호선,47.583333,127.01968796261629,37.56568075110923
196,서울지방병무청,신림선,47.666667,126.92279671048001,37.50619800611216
589,공덕,서울5호선,47.716667,126.9515833956623,37.54470897326544
601,마장,서울5호선,47.75,127.04302768358835,37.5661764289573
682,대림,서울7호선,47.75,126.89668094558226,37.492835091319854
